cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude,id,worktype_grouped
507423,Ремонт міжкв. проїздів,,КШБМ,Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.15Квітня,9 - вул.Київська,18    ",49.5654159,25.6371432,233,Ремонт доріг і тротуарів
112219,Ремонт міжкв. проїздів,,КШБМ,Ремонт міжкв. проїздів,2015,"Україна, Тернопіль, вулицявул.15Квітня до бул.Куліша",49.5656907,25.6435594,234,Ремонт доріг і тротуарів
261632,Ремонт міжкв. проїздів,,"ТОВ ""ТОМ-Інвест-Буд""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.Київська,3Б - б-р Куліша,10     ",49.567369,25.6424385,235,Ремонт доріг і тротуарів
281700,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулицявул М.Вербицького. 4- вул. Є.Коновальця",49.5536921,25.6245359,316,Ремонт доріг і тротуарів
837320,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Старий ринок, 1,3,5    ",49.5518133,25.5886101,317,Ремонт доріг і тротуарів
325420,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулицявул. Замкова-Руська",49.5505667,25.5891085,318,Ремонт доріг і тротуарів
269040,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул.В.Великого,4-бульвар Д.Вишневецького,5     ",49.5696593,25.6453294,319,Ремонт доріг і тротуарів
270510,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул.В.Великого,4-бульвар Д.Вишневецького,7     ",49.5709684,25.6392629,320,Ремонт доріг і тротуарів
816670,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Бродівська - вул. Лук»яновича,1                                                       ",49.5752,25.596819,321,Ремонт доріг і тротуарів
526900,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулицявул. 15 Квітня  до бульвару П.Куліша",49.5656907,25.6435594,322,Ремонт доріг і тротуарів
622790,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул.. Київська- вул. Київська, 14    ",49.5619692,25.6399758,323,Ремонт доріг і тротуарів
507590,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Симоненка, 4 - вул. Симоненка, 16,18,20    ",49.5681379,25.6454051,324,Ремонт доріг і тротуарів
929510,Ремонт міжкв. проїздів,,ТОМ Інвест Буд,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицяКапітальний ремонт пішохідної доріжки вул. Л. Українки, 12 - вул. Героїв Крут, 9     ",49.5417336,25.6265337,325,Ремонт доріг і тротуарів
630070,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицяКапітальний ремонт асфальтобетонного покриття міжквартального проїзду вул. Текстильна - Текстильна, 10    ",49.553517,25.594767,326,Ремонт доріг і тротуарів
672530,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицяпр. Злуки, 13,15- пр. Злуки, 19    ",49.5602607,25.6198597,327,Ремонт доріг і тротуарів
776360,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицяпр. Злуки, 21-пр. Злуки, 23    ",49.5623364,25.618214,328,Ремонт доріг і тротуарів
1339440,Ремонт міжкв. проїздів,,"ТОВ ""Техно-БудЦентр""",Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Бережанська, 53- вул. Надзбручанська     ",49.5485454,25.5538381,329,Ремонт доріг і тротуарів
,Ремонт міжкв. проїздів,,,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Будного- вул. Будного, 32а     ",49.5428177,25.5618891,330,Ремонт доріг і тротуарів
487910,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Протасевича,17-вул.Протасевича,22     ",49.5364166,25.6298142,331,Ремонт доріг і тротуарів
625170,Ремонт міжкв. проїздів,,КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулицяКапітальний ремонт асфальтобетонного покриття внутрібудинкового проїзду від житлового будинку №3 до житлового будинку № 13 по вул. Карпенка в м. Тернопіль",49.5420245,25.5804382,332,Ремонт доріг і тротуарів
583700,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулиця«Капітальний ремонт асфальтобетонного покриття міжбудинкового проїзду за адресою вул. В. Стуса - бул. С.Петлюри в м. Тернополі",49.5562714,25.643383,333,Ремонт доріг і тротуарів
1439756,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулиця бул.Просвіти,15 - бул.Просвіти,13    ",49.5441162,25.5628723,434,Ремонт доріг і тротуарів
262968,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Протасевича - вул.Протасевича,22    ",49.5368949,25.6300831,435,Ремонт доріг і тротуарів
1274456,Ремонт міжкв. проїздів,,"ТзОВ""Облсількомунгосп"",ТОВ ""В.Н.Т.""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Бродівська,50 - вул.Лук""яновича,1    ",49.572681,25.588888,436,Ремонт доріг і тротуарів
908609,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Громницького - вул.Лучаківського,3    ",49.5475025,25.5596964,437,Ремонт доріг і тротуарів
1499258,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль, вулицязаїзд на вул.Галицька з пр.Злуки між новозбуд.буд.№8 та №4а(діл. Від буд.№33 до буд.№35).Коригування",49.5592759,25.6027114,438,Ремонт доріг і тротуарів
1326622,Ремонт міжкв. проїздів,,"ТОВ ""Фенікс-2017""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Кн.Острозького,26 - вул.Липова,2    ",49.5469994,25.5981098,439,Ремонт доріг і тротуарів
621605,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Весела - вул.Весела,16    ",49.5552519,25.6054549,440,Ремонт доріг і тротуарів
957954,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулиця вул.Весела - вул.Коцюбинського,5а    ",49.5557098,25.6060369,441,Ремонт доріг і тротуарів
1094504,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Довженка - вул.Протасевича,22(6-12 під.)    ",49.5368949,25.6300831,442,Ремонт доріг і тротуарів
0,Ремонт міжкв. проїздів,,,Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Руська,50,52 зі сторони вул.Гоголя    ",49.551239,25.5988201,443,Ремонт доріг і тротуарів
1320424,Ремонт міжкв. проїздів,,ФОП Марцінковський І.М.,Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицяпр.С.Бандери,92 - вул.Протасевича,4    ",49.550731,25.61935,444,Ремонт доріг і тротуарів
618670,Ремонт міжкв. проїздів,,ФОП Замора Є.П.,Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Тарнавського,4 - ЗОШ№11    ",49.5623888,25.6281919,445,Ремонт доріг і тротуарів
1247734,Ремонт міжкв. проїздів,,"ТОВ ""Фенікс-2017""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Винниченка,11 - вул.Винниченка,13    ",49.5423587,25.5746325,446,Ремонт доріг і тротуарів
719133,Ремонт міжкв. проїздів,,"ТОВ ""Фенікс-2017""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Слівенська - вул.Слівенська,13    ",49.5466846,25.6204449,447,Ремонт доріг і тротуарів
999962,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль, вулицязаїзд на вул.Галицька з пр.Злуки між новозбуд.буд.№8 та №4а(діл.від буд.№4а до буд.№33).Коригування",49.5592759,25.6027114,448,Ремонт доріг і тротуарів
411461,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Текстильна - вул.Текстильна,10    ",49.564757,25.614099,449,Ремонт доріг і тротуарів
753242,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Л.Курбаса - О.Курбаса,9    ",49.5734812,25.6431173,450,Ремонт доріг і тротуарів
210588,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявлаштування тротуару між ж/б пр.Злуки,8 та вул.Галицька,41    ",49.5607042,25.6182794,451,Ремонт доріг і тротуарів
222351,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицязаїзд вул.Пушкіна,5    ",49.5613923,25.6329817,452,Ремонт доріг і тротуарів
266525,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицяпр.Злуки,8 та вул.Галицька,41    ",49.5607042,25.6182794,453,Ремонт доріг і тротуарів
1393207.6,Ремонт міжкв. проїздів,,КП МШРБ,Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулиця бул. Д. Вишнивецького, 2  - вул. Полковника Морозенка.3 в м. Тернополі    ",49.5696982,25.6455016,537,Ремонт доріг і тротуарів
235013.8,Ремонт міжкв. проїздів,,"ТОВ ""Авакс""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулицявул. Вербицького,6-  до вул. Вербицького, 8     ",49.5545304,25.6275479,538,Ремонт доріг і тротуарів
353635.2,Ремонт міжкв. проїздів,,"ТОВ "" Фенікс-2017""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль, вулицявул. Львівська 12-вул.Чумацька",49.5540789,25.5631823,539,Ремонт доріг і тротуарів
2035634.6,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль, вулицявул. Будного 26 - вул. Будного 30",49.54224,25.562677,540,Ремонт доріг і тротуарів
1016074,Ремонт міжкв. проїздів,,"ТОВ "" Фенікс-2017""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль, вулицявул. 15 Квітня 23 – вул. 15 Квітня 25",49.5627525,25.6462773,541,Ремонт доріг і тротуарів
1178949,Ремонт міжкв. проїздів,,"ТОВ "" Фенікс-2017""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулиця вул. Карпенка, 30     ",49.5418234,25.5838571,542,Ремонт доріг і тротуарів
1555283.5,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль, вулицяпр. Злуки –     вул. Чалдаєва",49.5590468,25.6259414,543,Ремонт доріг і тротуарів
2443321.8,Ремонт міжкв. проїздів,,"ТОВ ""Авакс""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулицявул. Бр.Бойчуків – вул. Бр.Бойчуків, 17     ",49.5581515,25.639567,544,Ремонт доріг і тротуарів
647267.8,Ремонт міжкв. проїздів,,КП МШРБ,Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулицявул. Протасевича, 14 – вул. Л.Українки, 18     ",49.5410965,25.6321151,545,Ремонт доріг і тротуарів
1044504,Ремонт міжкв. проїздів,,КП МШРБ,Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулицяКапітальний ремонт асфальтобетонного покриття міжквартального проїзду за адресою вул. Протасевича – вул.Протасевича, 16, 16А в м. Тернополі    ",49.5394044,25.6312497,546,Ремонт доріг і тротуарів
719110000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на бульварі Т. Шевченка (І черга),,ФОП Дідушок І. І.,Ремонт тротуарів,2014,"Україна, Тернопіль, бульварТараса Шевченка",49.552338,25.595279,547,Ремонт доріг і тротуарів
536270000,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення на вул. Руській,,СБУ «Спецбуд»,Ремонт тротуарів,2014,"Україна, Тернопіль, від шляхопроводу біля ТНТУ ім. І. Пулюя до універмагу  до універмагу",49.551143,25.601062,548,Ремонт доріг і тротуарів
410750000,Капітальний ремонт вул. Збаразької,,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулиця Збаразька",49.5612224,25.6046074,549,Ремонт доріг і тротуарів
340570000,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення по проспекту Злуки,,ПМП «Нортон»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулиця 15 КвітняпроспектЗлуки  Злуки  57",49.556153,25.6385971,550,Ремонт доріг і тротуарів
384800000,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення по вул. Патріарха Мстислава,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулицяПатріарха Мстислава",49.55005,25.5927592,551,Ремонт доріг і тротуарів
897500000,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення по вул. М. Карпенка,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулицяМ. Карпенка",49.5420245,25.5804382,552,Ремонт доріг і тротуарів
482400000,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення по вул. Л. Українки,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулицяЛесі Українки",49.5436906,25.6262347,553,Ремонт доріг і тротуарів
238320000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на бульварі Т. Шевченка (ІІ черга),,ПП Мазурик В.Р.,Ремонт тротуарів,2014,"Україна, Тернопіль, бульварТараса Шевченка",49.552338,25.595279,554,Ремонт доріг і тротуарів
240900000,Капітальний ремонт – заміна верхнього шару дорожнього одягу частини  вул.Пирогова,,ТзОВ  «Техно-Буд-Центр»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяСічових СтрільціввулицяМ. Гоголя  М. Гоголя",49.5506296,25.5995295,555,Ремонт доріг і тротуарів
477120000,Капітальний  ремонт-заміна покриття тротуару фігурними елементами мощення вул. 15 Квітня (І черга),,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, проспектЗлукивулицяБратів Бойчуків  Братів Бойчуків",49.5599796,25.6401013,556,Ремонт доріг і тротуарів
468780000,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення на вул. Слівенській,,ФОП Дідушок Ігор Ігорович,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяСлівенська",49.5477774,25.6198687,557,Ремонт доріг і тротуарів
422660000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення по вул. 15 Квітня (ІІ черга),,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяБратів БойчуківвулицяКиївська  Київська",49.562898,25.6400311,558,Ремонт доріг і тротуарів
856660000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул.Миру (І черга),,ПМП «Нортон»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяМирувулицяМиру  Миру 14",49.5441184,25.5831664,559,Ремонт доріг і тротуарів
386370000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на ділянці вул. Миру   (ІІ черга),,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяМиру",49.5463708,25.5767801,560,Ремонт доріг і тротуарів
400200000,Капітальний ремонт - заміна покриття тротуару фігурними елементами мощення на вул.Коновальця,,ФОП Дідушок Ігор Ігорович,Ремонт тротуарів,2015,"Україна, Тернопіль, проспектСтепана БандеривулицяІ.Репина  І.Репина",49.5525757,25.6219642,561,Ремонт доріг і тротуарів
599010000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Морозенка,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяМорозенкавулицяМорозенка  Морозенка 15А",49.5713862,25.6464519,562,Ремонт доріг і тротуарів
369200000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Гоголя,,ФОП Дідушок Ігор Ігорович,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяГоголя",49.5506296,25.5995295,563,Ремонт доріг і тротуарів
280140000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення від вул. Б. Лепкого,,ФОП Дідушок Ігор Ігорович,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяБ.Лепкого вулицяБратів Бойчуків  Братів Бойчуків  8",49.5598243,25.6369962,564,Ремонт доріг і тротуарів
362010000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення вул. Карпенка,,ПП Мазурик В.Р.,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяКарпенка",49.5420245,25.5804382,565,Ремонт доріг і тротуарів
96800000,Капітальний ремонт – заміни покриття тротуару фігурними елементами мощення на вул. Волинській,,ПП Мазурик В.Р.,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяВолинська",49.5519835,25.5573526,566,Ремонт доріг і тротуарів
569690000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. 15 Квітня,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулиця15 КвітнявулицяВ.Стуса  В.Стуса 4,6в ",49.553517,25.594767,567,Ремонт доріг і тротуарів
84750000,Капітальний ремонт  –  заміна покриття тротуару фігурними елементами мощення на транспортній розв’язці вул. Генерала М. Тарнавського – В. Симоненка,,ФОП Дідушок Ігор Ігорович,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяГ. тарнавськоговулицяВ.Симоненка  В.Симоненка",49.568386,25.6442789,568,Ремонт доріг і тротуарів
433390000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення по вул. Листопадовій,,ПП Мазурик В.Р.,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяЛистопадова",49.5538061,25.591118,569,Ремонт доріг і тротуарів
300610000,Капітальний ремонт – влаштування тротуару та зупинки громадського транспорту по вул. Львівській,,ПП Мазурик В.Р.,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяЛьвівська",49.5586346,25.5545496,570,Ремонт доріг і тротуарів
90720000,Заміна покриття тротуару фігурними елементами мощення по вул. Листопадовій,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяЛистопадова      2",49.5537306,25.5912948,571,Ремонт доріг і тротуарів
289130000,Капітальний ремонт пішохідної доріжки,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, бульварПросвітивулицяВ.Винниченка  В.Винниченка 132",49.5428535,25.5733424,572,Ремонт доріг і тротуарів
432090000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення по вул. Пирогова,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяЮфедьквичавулицяГоголя  Гоголя",49.5506296,25.5995295,573,Ремонт доріг і тротуарів
50620000,Капітальний ремонт  – заміни покриття тротуару фігурними елементами мощення на пішохідному переході поблизу зупинки Володимира Великого,,ПП Мазурик В.Р.,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяВ.Великого",49.5233007,25.6116043,574,Ремонт доріг і тротуарів
794440000,Капітальний ремонт– заміна верхнього шару дорожнього одягу,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяС.Крушельницької",49.5828768,25.57382,575,Ремонт доріг і тротуарів
865300000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. Дівоча,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяТатарськавулицяА. Манастирського  А. Манастирського",49.5459167,25.6140684,576,Ремонт доріг і тротуарів
876140000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул.Живова,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяПерлявулицяОстрозького  Острозького",49.545989,25.5999807,577,Ремонт доріг і тротуарів
831620000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул.15Квітня,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяБратів Бойчуківвулиця15Квітня  15Квітня",49.5582577,25.6429464,578,Ремонт доріг і тротуарів
891920000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул.Текстильна,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяТекстильна",49.5729464,25.6177875,579,Ремонт доріг і тротуарів
815160000,Капітального ремонту-заміна верхнього шару дорожнього одягу частини вулиці Пирогова,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяСічових Стрільціввулиця М.Гоголя  М.Гоголя",49.5506296,25.5995295,580,Ремонт доріг і тротуарів
902260000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. Романа Купчинського,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулиця Р.Купчинського",49.5539472,25.6437816,581,Ремонт доріг і тротуарів
918170000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. Академіка Корольова,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяАкадеміка Корольова",49.5535578,25.6478681,582,Ремонт доріг і тротуарів
786380000,Капітальний ремонт – заміна верхнього шару дорожнього одягу  транспортної розв’язки вулиць Злуки – Тарнавського – Є.Коновальця (І черга),,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, проспектЗлукивулицяЄ.Коновальця  Є.Коновальця",49.553671,25.6245871,583,Ремонт доріг і тротуарів
905320000,Капітальний ремонт – заміна верхнього шару дорожнього одягу проспекту Злуки (ІІ черга),,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, проспектЗлуки вулиця Є.Коновальця   Є.Коновальця",49.553671,25.6245871,584,Ремонт доріг і тротуарів
779750000,Капітальний ремонт – заміна верхнього шару дорожнього одягу ділянки вул. Є.Коновальця,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, проспектСтепана БандеривулицяІ.Рєпіна  І.Рєпіна",49.552283,25.625089,585,Ремонт доріг і тротуарів
790170000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул.За Рудкою,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяЗа Рудкою",49.5593217,25.5950605,586,Ремонт доріг і тротуарів
862730000,Капітальний ремонт – заміна верхнього шару дорожнього одягу ділянки вул. Дружби,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяДружби",49.5475312,25.5744276,587,Ремонт доріг і тротуарів
830630000,Капітальний ремонт - заміна верхнього шару дорожнього одягу  вул. В.Винниченка,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяВ.Винниченка,8        ",49.543916,25.5709211,588,Ремонт доріг і тротуарів
700760000,Капітальний ремонт – заміна верхнього шару дорожнього одягу на проїзній частині перехрестя вул. Паращука – Живов,,"ТМШРБП ""Міськшляхрембуд""",Ремонт дороги,2013,"Україна, Тернопіль, вулицяПаращукавулицяЖивова  Живова",49.5473491,25.5862551,589,Ремонт доріг і тротуарів
896300000,Капітального ремонту – заміни верхнього шару дорожнього одягу вул. Галицька,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяГалицька",49.5592759,25.6027114,590,Ремонт доріг і тротуарів
739600000,Капітальний ремонт – заміна верхнього шару дорожнього одягу провулку Галицький,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, провулокГалицький",49.5602501,25.604095,591,Ремонт доріг і тротуарів
788100000,Капітальний ремонт - заміна верхнього шару дорожнього одягу вул. Миру (І черга),,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяМиру",49.5463708,25.5767801,592,Ремонт доріг і тротуарів
729230000,Реконструкція транспортної розв’язки вулиць Збаразька – Бродівська - С.Крушельницької - Вояків дивізії «Галичина»-Галицька,,"ТМШРБП ""Міськшляхрембуд""",Ремонт дороги,2013,"Україна, Тернопіль, вулицяЗбаразькавулицяГалицька  Галицька",49.5528446,25.5992682,593,Ремонт доріг і тротуарів
5056370000,Реконструкція вул. В.Симоненка (І черга),,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяВ.Симоненка",49.568386,25.6442789,594,Ремонт доріг і тротуарів
1462350000,Капітальний ремонт вул. С. Чарнецького,,"ТМШРБП ""Міськшляхрембуд""",Ремонт дороги,2013,"Україна, Тернопіль, вулицяС.Чарнецького",49.5571489,25.6104247,595,Ремонт доріг і тротуарів
903690000,Капітального ремонту вулиці Спортивної,,"ТМШРБП ""Міськшляхрембуд""",Ремонт дороги,2013,"Україна, Тернопіль, вулицяСпортивна",49.553517,25.594767,596,Ремонт доріг і тротуарів
3568380000,Капітальний вул. Гайова,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяГайова",49.5395698,25.6163803,597,Ремонт доріг і тротуарів
824400000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. Полковника Морозенка,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицявул. Полковника Морозенка",49.572174,25.645711,598,Ремонт доріг і тротуарів
4338380000,Капітальний ремонт вул. Збаразької,,"ТМШРБП ""Міськшляхрембуд""",Ремонт дороги,2014,"Україна, Тернопіль, вулицяЗбаразька",49.5612224,25.6046074,599,Ремонт доріг і тротуарів
876500000,Капітальний ремонт вул. Гайова,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяГайова",49.5395698,25.6163803,600,Ремонт доріг і тротуарів
4303220000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. М.Карпенка,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяМ.Карпенка",49.5420245,25.5804382,601,Ремонт доріг і тротуарів
