id,cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude
419,136843.88,Ремонт покрівель,,ФОП Рудніцький А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Живова 2",49.5438139,25.6022929
420,172082.17,Ремонт покрівель,,ФОП Рудніцький А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяОболоня 11",49.5425375,25.597053
421,47841.64,Ремонт покрівель,,ФОП Рудніцький А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Новий Світ 1",49.5639263,25.5918019
423,100399.7,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяБратів  Бойчуків 1а",49.5583015325,25.6405395269
424,89262.62,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяКиївська 5",49.561602,25.6432317
425,109864.32,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця За Рудкою 1",49.5586834,25.5929304
426,118290.08,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Просвіти 8",49.5449175,25.5620002
427,319631.34,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця М. Ломоносова 41",49.5576544357,25.6160080433
428,152363.17,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяКиївська 4",49.5640703068,25.636741519
429,108552.08,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця15 Квітня 3",49.5572239,25.6398003
430,29994.65,Ремонт покрівель,,"ДП ""Люкс-Житло7""",Ремонт покрівель,2017,"Україна, Тернопіль, вулицяВ. Симоненка 18",49.5673108415,25.6461775303
431,101317.8,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулицяМ. Карпенка 17",49.5424154,25.5808707
432,62385.2,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2017,"Україна, Тернопіль, вулиця Чалдаєва 8",49.5602311,25.6303394
433,58006.82,Ремонт покрівель,,"ПП ""Люкс""",Ремонт покрівель,2017,"Україна, Тернопіль, вулицяЄ. Коновальця 16",49.5570049,25.6252784
434,1439756,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулиця бул.Просвіти,15 - бул.Просвіти,13    ",49.5437264937,25.5626267195
435,262968,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Протасевича - вул.Протасевича,22    ",49.5371781368,25.630787015
436,1274456,Ремонт міжкв. проїздів,,"ТзОВ""Облсількомунгосп"",ТОВ ""В.Н.Т.""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Бродівська,50 - вул.Лук""яновича,1    ",49.5735363798,25.5892556906
437,908609,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Громницького - вул.Лучаківського,3    ",49.5475025,25.5596964
438,1499258,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль, вулицязаїзд на вул.Галицька з пр.Злуки між новозбуд.буд.№8 та №4а(діл. Від буд.№33 до буд.№35).Коригування",49.5610328931,25.6176173687
439,1326622,Ремонт міжкв. проїздів,,"ТОВ ""Фенікс-2017""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Кн.Острозького,26 - вул.Липова,2    ",49.5469994,25.5981098
440,621605,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Весела - вул.Весела,16    ",49.555573119,25.6054669619
441,957954,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулиця вул.Весела - вул.Коцюбинського,5а    ",49.5561260602,25.6079936028
442,1094504,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Довженка - вул.Протасевича,22(6-12 під.)    ",49.5365659487,25.6296122074
444,1320424,Ремонт міжкв. проїздів,,ФОП Марцінковський І.М.,Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицяпр.С.Бандери,92 - вул.Протасевича,4    ",49.5465789393,25.6304490566
445,618670,Ремонт міжкв. проїздів,,ФОП Замора Є.П.,Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Тарнавського,4 - ЗОШ№11    ",49.5621746357,25.6273269653
446,1247734,Ремонт міжкв. проїздів,,"ТОВ ""Фенікс-2017""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Винниченка,11 - вул.Винниченка,13    ",49.542003441,25.5752921104
447,719133,Ремонт міжкв. проїздів,,"ТОВ ""Фенікс-2017""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Слівенська - вул.Слівенська,13    ",49.5466846,25.6204449
448,999962,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль, вулицязаїзд на вул.Галицька з пр.Злуки між новозбуд.буд.№8 та №4а(діл.від буд.№4а до буд.№33).Коригування",49.5608862929,25.6174993515
449,411461,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Текстильна - вул.Текстильна,10    ",49.5647631119,25.6146669388
450,753242,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявул.Л.Курбаса - О.Курбаса,9    ",49.5734812,25.6431173
451,210588,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицявлаштування тротуару між ж/б пр.Злуки,8 та вул.Галицька,41    ",49.5607042,25.6182794
452,222351,Ремонт міжкв. проїздів,,"ТМШРБП ""МШРБ""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицязаїзд вул.Пушкіна,5    ",49.5613923,25.6329817
453,266525,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд"" ТОВ ""Тернопільбуд""",Ремонт міжкв. проїздів,2017,"Україна, Тернопіль,     вулицяпр.Злуки,8 та вул.Галицька,41    ",49.5607042,25.6182794
454,1341495.73,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, бульварДанила Галицького 12",49.5468595,25.6256346
455,1251771.24,Ремонт прибуд. території,,ФОП Крайчак Р.Я.,Ремонт прибуд. території,2018,"Україна, Тернопіль, бульварПросвіти 13",49.5443573,25.564102
456,1206954.51,Ремонт прибуд. території,,"ТОВ ""Тернопільбудпостач""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця15 Квітня 29",49.5648009,25.6484073
457,606726.76,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТернопіль""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяМ. Вербицького 1",49.5546091243,25.6263184547
458,937767.35,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяГенерала М. Тарнавського 16",49.5630938,25.632984
459,327480.19,Ремонт прибуд. території,,"ТОВ ""АваксПроф""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяГенерала М. Тарнавського 22",49.5637591,25.6337683
460,1276224.14,Ремонт прибуд. території,,ФОП Крайчак Р.Я.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяМ.Карпенка 1",49.5414532,25.5760002
461,1405986.394,Ремонт прибуд. території,,ПП Шеремет В.В.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяКнязя Острозького 28",49.5467436,25.5985377
462,460426.3,Ремонт прибуд. території,,"ТОВ ""ПрофБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяС. Крушельницької 1а",49.5574224,25.5929515
463,1490243.06,Ремонт прибуд. території,,ПП Шеремет В.В.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяЛеся Курбаса 4",49.5722609,25.6395559
464,1005944,Ремонт прибуд. території,,"ТОВ ""ВНТ""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяМакаренка 4",49.549036,25.5612164
465,993718.94,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль,     вулиця. Микулинецька-бічна,2 2  ",49.5192502,25.6041283
466,411989.28,Ремонт прибуд. території,,"ТОВ ""Тернопільбудпостач""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяНазарія Яремчукка 25",49.5484719,25.5729666
467,582676.89,Ремонт прибуд. території,,ФОП Франків О.В.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяП.Орлика 1",49.5448359,25.5766561
468,1391657.63,Ремонт прибуд. території,,ФОП Франків О.В.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяП.Орлика 2",49.5447013,25.5773157
469,739023.1,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Протасевича 16",49.5394044,25.6312497
470,1054201.49,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 16а",49.5398028465,25.6306099892
471,179562.21,Ремонт прибуд. території,,"ТОВ""ШляхрембудЗахід""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 8",49.5430359,25.6328879
472,217128.07,Ремонт прибуд. території,,ФОП Марцинківський І.М.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Руська  2",49.5503026,25.5838462
473,684221.46,Ремонт прибуд. території,,ФОП Франків О.В.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяВ. Симоненка 1",49.5689467,25.6415989
474,1162308.12,Ремонт прибуд. території,,"ТОВ ""Тернопільбудпостач""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяВ.  Симоненка 3",49.5690883,25.6425279
475,979463.64,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Слівенська 15",49.5458836,25.6194264
476,442489.45,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТернопіль""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяТранспортна 9",49.5646358,25.5936593
477,153865.2,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Чалдаєва 3",49.5602814,25.6269831
478,91709.46,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Чалдаєва 5",49.5609452,25.625977
479,626238.46,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТернопіль""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяП. Чубинського 2",49.5553257,25.6262607
480,646932.72,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, проспектЗлуки 53",49.5572109,25.6366228
481,331406.82,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, проспектЗлуки 55",49.5572123,25.638413
482,1354879.6,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, проспектЗлуки 55",49.5572123,25.638413
483,1329577.11,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, проспектЗлуки 2",49.5619136367,25.6123280525
484,1413078.07,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, проспект Злуки 2",49.5619310203,25.6123280525
485,130501.64,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТеренопіль""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця НовийСвіт 4",49.5641540039,25.593021512
486,57742.66,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяЧалдаєва 7",49.5606593,25.6274535
487,62719.78,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Чалдаєва 9",49.5609139,25.6267377
488,1420675.33,Ремонт прибуд. території,,"ФОП Кіцану В.А,",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяЛесі  Українки 7",49.5457427,25.6221774
489,606609.62,Ремонт прибуд. території,,КП ТМШРБ,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 16",49.5394044,25.6312497
490,666928.15,Ремонт прибуд. території,,"ТОВ ""Шляхрембудзахід""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 6",49.5439333,25.63326
491,696034.15,Ремонт прибуд. території,,"СБУ ""Спецбуд""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулиця Бережанська 7",49.5500899,25.5620656
492,206708.75,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 14",49.5408878,25.6319006
493,180802.75,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяПротасевича 14",49.5408878,25.6319006
494,488132.21,Ремонт прибуд. території,,"ТОВ ""Шляхрембудзахід""",Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяС. Стадникової 1",49.5429352,25.6031756
495,199409.24,Ремонт прибуд. території,,ФОП Швайка В.Д.,Ремонт прибуд. території,2018,"Україна, Тернопіль, вулицяВ.Симоненка 1",49.5689467,25.6415989
496,199889,Ремонт прибуд. території,,"ТОВ ""Тернопільбудпостач""",Ремонт прибуд. території,2018,"Україна, Тернопіль,     вулицявул. Симоненка, 3 (7,8) та вул.Симоненка,5(5,6)    ",49.5690883,25.6425279
497,99999,Ремонт покрівель,,"ПП ""ТернопільКомСервіс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяГалицька 41",49.5598775142,25.6186366081
498,91660.11,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяВолодимира Великого 5",49.5706354354,25.6367683411
499,99697.66,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, бульварДанила  Галицького 28",49.5446351,25.6257772
500,209543.08,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Київська 11",49.5611556,25.6435889
501,89133.18,Ремонт покрівель,,"ТОВ""ЮніСервісГруп""",Ремонт покрівель,2018,"Україна, Тернопіль, проспектЗлуки 2",49.5619449271,25.614956
502,119018.76,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяП.  Дорошенка 10",49.5450039965,25.6137549877
503,80529.49,Ремонт покрівель,,"ТОВ""ЮніСервісГруп""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяМаксима  Кривоноса 11",49.5487102708,25.5663067102
504,150971.54,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, бульварП. Куліша 3",49.567369,25.6424385
505,208692.7,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, проспектЗлуки 57",49.556153,25.6385971
506,99924.98,Ремонт покрівель,,"ДП""ЛюксЖитло""ПП""Люкс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулиця15 Квітня 43",49.5661406485,25.6479799747
507,134904.58,Ремонт покрівель,,"ДП""ЛюксЖитло-1""ПП""Люкс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяВ. Симоненка 10",49.567329,25.6438456
508,92579.08,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяВ. Симоненка 2",49.5681314,25.642974
509,104597.12,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяПолковника Морозенка 3",49.5698287255,25.6465423107
510,72658,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяС. Будного 30",49.541734,25.5626981
511,58286.71,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяНовий Світ 1",49.5639263,25.5918019
512,184108.48,Ремонт покрівель,,"ТОВ ""ДобробутЄвроПлюс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяІ. Котляревського 1",49.5599507732,25.5899906158
513,86291.29,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяКиївська 5",49.561602,25.6432317
514,166456.16,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця За Рудкою 1",49.5586834,25.5929304
515,127271.42,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяПросвіти  8",49.5449175,25.5620002
516,601246.02,Ремонт покрівель,,"ТОВ ""Лайттер""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяГетьмана Сагайдачного 8",49.5532606325,25.5930885673
517,195582,Ремонт покрівель,,"ТОВ ""ДобробутЄвроПлюс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Галицька 37",49.5593722,25.6060732
518,598585.91,Ремонт покрівель,,"ТОВ ""ВенконІнвест""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяРуська 9",49.5506729,25.5865075
519,576180.14,Ремонт покрівель,,"ТОВ ""Венкон-Інвест""",Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Дружби 9",49.5476201,25.5739617
520,150119.91,Ремонт покрівель,,"ТОВ ""ДобробутЄвроПлюс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Чалдаєва 1",49.5602059,25.6257747
521,231982,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяМ. Вербицького 7",49.5556897,25.629125
522,132411.96,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяСтрімка 5",49.5463882,25.6013889
523,226489.46,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Живова 6",49.5441088,25.5999674
524,151387.88,Ремонт покрівель,,ФОП Зіньчук П.В.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяО. Довженка 17",49.5374148621,25.6285822392
525,96809.76,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Клима  Савури  5",49.5398285,25.6299084
526,198648.84,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця15 Квітня 31",49.5642038,25.6458994
527,160000,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Героїв Крут 7",49.541919,25.6257512
528,99171.1,Ремонт покрівель,,"ТОВ ""ДобробутЄвроПлюс""",Ремонт покрівель,2018,"Україна, Тернопіль, вулицяГалицька 33",49.559276,25.6046455
529,109791.84,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Київська 10",49.5629272,25.6376388
530,189199.04,Ремонт покрівель,,ФОП Рудницький А.М.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяЄ. Коновальця 6",49.5541921,25.6248499
531,49999,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяЧалдаєва 13",49.5612333,25.6271857
532,49999,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяЧалдаєва 17",49.561598,25.6277119
533,170012.32,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяМ.Карпенка 20",49.5413173792,25.5825179815
534,49964,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця Б.Лепкого 8",49.5614184,25.6356559
535,39062.64,Ремонт покрівель,,ФОП Яремчук Р.І.,Ремонт покрівель,2018,"Україна, Тернопіль, вулиця15 Квітня 3",49.5572239,25.6398003
536,73239.11,Ремонт покрівель,,ФОП Зіньчук П.В.,Ремонт покрівель,2018,"Україна, Тернопіль, вулицяЛесі Українки 13",49.5454438,25.6237092
537,1393207.6,Ремонт міжкв. проїздів,,КП МШРБ,Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулиця бул. Д. Вишнивецького, 2  - вул. Полковника Морозенка.3 в м. Тернополі    ",49.5693349403,25.6467890739
538,235013.8,Ремонт міжкв. проїздів,,"ТОВ ""Авакс""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулицявул. Вербицького,6-  до вул. Вербицького, 8     ",49.5541329731,25.6280404329
539,353635.2,Ремонт міжкв. проїздів,,"ТОВ "" Фенікс-2017""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль, вулицявул. Львівська 12-вул.Чумацька",49.5540789,25.5631823
540,2035634.6,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль, вулицявул. Будного 26 - вул. Будного 30",49.5418224832,25.5629914999
541,1016074,Ремонт міжкв. проїздів,,"ТОВ "" Фенікс-2017""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль, вулицявул. 15 Квітня 23 – вул. 15 Квітня 25",49.5628493369,25.6464135647
542,1178949,Ремонт міжкв. проїздів,,"ТОВ "" Фенікс-2017""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулиця вул. Карпенка, 30     ",49.5412309959,25.5838000774
543,1555283.5,Ремонт міжкв. проїздів,,"СБУ ""Спецбуд""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль, вулицяпр. Злуки –     вул. Чалдаєва",49.5590468,25.6259414
544,2443321.8,Ремонт міжкв. проїздів,,"ТОВ ""Авакс""",Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулицявул. Бр.Бойчуків – вул. Бр.Бойчуків, 17     ",49.5581515,25.639567
545,647267.8,Ремонт міжкв. проїздів,,КП МШРБ,Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулицявул. Протасевича, 14 – вул. Л.Українки, 18     ",49.5412995418,25.6318759918
546,1044504,Ремонт міжкв. проїздів,,КП МШРБ,Ремонт міжкв. проїздів,2018,"Україна, Тернопіль,     вулицяКапітальний ремонт асфальтобетонного покриття міжквартального проїзду за адресою вул. Протасевича – вул.Протасевича, 16, 16А в м. Тернополі    ",49.5396219728,25.6311678886
547,719110,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на бульварі Т. Шевченка (І черга),,ФОП Дідушок І. І.,Ремонт тротуарів,2014,"Україна, Тернопіль, бульварТараса Шевченка",49.552338,25.595279
548,536270,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення на вул. Руській,,СБУ «Спецбуд»,Ремонт тротуарів,2014,"Україна, Тернопіль, від шляхопроводу біля ТНТУ ім. І. Пулюя до універмагу  до універмагу",49.5513170688,25.5994856358
549,410750,Капітальний ремонт вул. Збаразької,,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулиця Збаразька",49.5612224,25.6046074
550,340570,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення по проспекту Злуки,,ПМП «Нортон»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулиця 15 КвітняпроспектЗлуки  Злуки  57",49.5558346466,25.6376373768
551,384800,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення по вул. Патріарха Мстислава,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулицяПатріарха Мстислава",49.55005,25.5927592
552,897500,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення по вул. М. Карпенка,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулицяМ. Карпенка",49.5420245,25.5804382
553,482400,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення по вул. Л. Українки,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2014,"Україна, Тернопіль, вулицяЛесі Українки",49.5436906,25.6262347
554,238320,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на бульварі Т. Шевченка (ІІ черга),,ПП Мазурик В.Р.,Ремонт тротуарів,2014,"Україна, Тернопіль, бульварТараса Шевченка",49.552338,25.595279
555,240900,Капітальний ремонт – заміна верхнього шару дорожнього полотна частини  вул.Пирогова,,ТзОВ  «Техно-Буд-Центр»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяСічових СтрільціввулицяМ. Гоголя  М. Гоголя",49.5506296,25.5995295
556,477120,Капітальний  ремонт-заміна покриття тротуару фігурними елементами мощення вул. 15 Квітня (І черга),,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, проспектЗлукивулицяБратів Бойчуків  Братів Бойчуків",49.5559306264,25.6373906136
557,468780,Капітальний ремонт – заміна покриття тротуарів фігурними елементами мощення на вул. Слівенській,,ФОП Дідушок Ігор Ігорович,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяСлівенська",49.5477774,25.6198687
558,422660,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення по вул. 15 Квітня (ІІ черга),,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяБратів БойчуківвулицяКиївська  Київська",49.562898,25.6400311
559,856660,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул.Миру (І черга),,ПМП «Нортон»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяМирувулицяМиру  Миру 14",49.5441184,25.5831664
560,386370,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на ділянці вул. Миру   (ІІ черга),,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяМиру",49.5463708,25.5767801
561,400200,Капітальний ремонт - заміна покриття тротуару фігурними елементами мощення на вул.Коновальця,,ФОП Дідушок Ігор Ігорович,Ремонт тротуарів,2015,"Україна, Тернопіль, проспектСтепана БандеривулицяІ.Репина  І.Репина",49.5505743687,25.6199026108
562,599901,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Морозенка,,ТОВ «ТОМ – ІнвестБуд»,Ремонт тротуарів,2015,"Україна, Тернопіль, вулицяМорозенкавулицяМорозенка  Морозенка 15А",49.5697395172,25.647046566
